f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc
6.309573439999999778e+01,0.000000000000000000e+00,-1.999999881263647694e-07,-2.939342158489999974e+02
6.456542290000000150e+01,0.000000000000000000e+00,-1.000000224848918151e-07,-2.941393849499999646e+02
6.606934479999999610e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.967051817827999685e+02
6.760829750000000615e+01,0.000000000000000000e+00,4.000000046744389692e-07,-2.978396912336000355e+02
6.918309709999999768e+01,0.000000000000000000e+00,-4.000000046744389692e-07,-2.947595902979999778e+02
7.079457840000000601e+01,0.000000000000000000e+00,-1.999999881263647694e-07,-2.986097051250000050e+02
7.244359599999999944e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.957369010659999731e+02
7.413102410000000475e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.944437787040000103e+02
7.585775750000000528e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.968840728920000060e+02
7.762471170000000598e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.937177867749999791e+02
7.943282349999999781e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.923500338119999924e+02
8.128305159999999319e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.928419487900000036e+02
8.317637709999999629e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.932077328299999976e+02
8.511380379999999946e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.971849404100000243e+02
8.709635900000000674e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.962923703399999908e+02
8.912509380000000192e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.954396057700000142e+02
9.120108390000000043e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.963847722099999942e+02
9.332543010000000550e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.955921084700000279e+02
9.549925860000000455e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.952139616900000192e+02
9.772372210000000337e+01,0.000000000000000000e+00,-9.999999406318238471e-08,-2.943884563299999968e+02
1.000000000000000000e+02,0.000000000000000000e+00,-3.000000106112565845e-07,-2.923029241000000411e+02
