f_ghz,s21_msb_db,s21_lsb_db,s11_msb_db,s11_lsb_db,s22_db
1.047128550000000047e+00,9.060487869999999333e+00,3.090435509999999830e+00,-3.624157970000000262e+01,-4.221106489999999667e+01,-4.815091540000000236e+01
1.071519310000000003e+00,9.060515860000000643e+00,3.090488769999999885e+00,-3.615322489999999789e+01,-4.212267849999999925e+01,-4.794999419999999901e+01
1.096478199999999958e+00,9.060537760000000773e+00,3.090537050000000008e+00,-3.606260170000000187e+01,-4.203202269999999885e+01,-4.774912340000000199e+01
1.122018449999999889e+00,9.060553609999999480e+00,3.090580450000000035e+00,-3.596969990000000195e+01,-4.193908720000000301e+01,-4.754830079999999981e+01
1.148153619999999986e+00,9.060563450000000074e+00,3.090619059999999862e+00,-3.587451190000000167e+01,-4.184386419999999873e+01,-4.734752470000000102e+01
1.174897550000000068e+00,9.060567300000000657e+00,3.090652959999999894e+00,-3.577703220000000073e+01,-4.174634840000000224e+01,-4.714679329999999879e+01
1.202264430000000051e+00,9.060565170000000279e+00,3.090682240000000025e+00,-3.567725810000000308e+01,-4.164653690000000097e+01,-4.694610480000000052e+01
1.230268769999999900e+00,9.060557060000000718e+00,3.090706940000000014e+00,-3.557518900000000173e+01,-4.154442910000000211e+01,-4.674545760000000172e+01
1.258925410000000022e+00,9.060542939999999490e+00,3.090727119999999939e+00,-3.547082710000000105e+01,-4.144002710000000178e+01,-4.654485030000000023e+01
1.288249549999999966e+00,9.060522790000000271e+00,3.090742829999999941e+00,-3.536417680000000274e+01,-4.133333530000000167e+01,-4.634428150000000102e+01
1.318256740000000038e+00,9.060496569999999750e+00,3.090754099999999838e+00,-3.525524510000000333e+01,-4.122436050000000307e+01,-4.614374990000000309e+01
1.348962879999999975e+00,9.060464220000000068e+00,3.090760959999999891e+00,-3.514404110000000259e+01,-4.111311189999999982e+01,-4.594325429999999955e+01
1.380384260000000030e+00,9.060425670000000764e+00,3.090763410000000100e+00,-3.503057669999999746e+01,-4.099960109999999958e+01,-4.574279339999999650e+01
1.412537539999999980e+00,9.060380849999999597e+00,3.090761469999999900e+00,-3.491486570000000000e+01,-4.088384200000000135e+01,-4.554236629999999764e+01
